,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
43347,2012-10-07,2012-10-13,NORDESTE,PARAIBA,GNV,14,R$/m3,1.754,0.042,1.67,1.81,0.405,0.024,1.349,0.099,1.29,1.4745,0.073
43348,2012-10-07,2012-10-13,NORDESTE,PERNAMBUCO,GNV,34,R$/m3,1.7990000000000002,0.002,1.79,1.7990000000000002,0.423,0.001,1.376,0.124,1.1974,1.5103,0.09
43349,2012-10-07,2012-10-13,NORDESTE,RIO GRANDE DO NORTE,GNV,19,R$/m3,1.907,0.04,1.86,1.99,0.526,0.021,1.381,0.107,1.2627,1.4777,0.077
43350,2012-10-07,2012-10-13,NORDESTE,SERGIPE,GNV,11,R$/m3,1.88,0.156,1.839,2.369,0.418,0.083,1.462,0.115,1.2487,1.506,0.079
43351,2012-10-07,2012-10-13,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.84,0.012,1.84,1.86,0.718,0.0069999999999999,1.122,0,1.1223,1.1223,0
43352,2012-10-07,2012-10-13,SUDESTE,MINAS GERAIS,GNV,14,R$/m3,1.727,0.1669999999999999,1.599,1.999,0.301,0.0969999999999999,1.426,0.043,1.4234,1.503,0.03
43353,2012-10-07,2012-10-13,SUDESTE,RIO DE JANEIRO,GNV,183,R$/m3,1.6569999999999998,0.1369999999999999,1.359,2.057,0.369,0.083,1.288,0.122,1.0653,1.4988,0.095
43354,2012-10-07,2012-10-13,SUDESTE,SAO PAULO,GNV,77,R$/m3,1.5319999999999998,0.188,1.369,2.399,0.334,0.123,1.198,0.256,0.8779,1.749,0.214
43355,2012-10-07,2012-10-13,SUL,PARANA,GNV,7,R$/m3,1.6,0.177,1.599,2.09,-,0.111,-,-,-,-,-
43356,2012-10-07,2012-10-13,SUL,RIO GRANDE DO SUL,GNV,31,R$/m3,1.983,0.0289999999999999,1.919,2.099,0.69,0.015,1.293,0.186,1.2188,1.5473,0.144
43357,2012-10-07,2012-10-13,SUL,SANTA CATARINA,GNV,36,R$/m3,2.012,0.067,1.949,2.279,0.406,0.033,1.606,0.01,1.5987,1.6123,0.006
43358,2012-10-14,2012-10-20,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.917,0.046,1.89,1.97,-,0.024,-,-,-,-,-
43359,2012-10-14,2012-10-20,CENTRO OESTE,MATO GROSSO DO SUL,GNV,1,R$/m3,1.959,0.0,1.959,1.959,-,0.0,-,-,-,-,-
43360,2012-10-14,2012-10-20,NORDESTE,ALAGOAS,GNV,12,R$/m3,1.968,0.0069999999999999,1.95,1.978,0.529,0.004,1.439,0.091,1.2537,1.5056,0.063
43361,2012-10-14,2012-10-20,NORDESTE,BAHIA,GNV,30,R$/m3,1.665,0.092,1.49,1.99,0.405,0.055,1.26,0.159,1.0853,1.7084,0.126
43362,2012-10-14,2012-10-20,NORDESTE,CEARA,GNV,12,R$/m3,1.884,0.0289999999999999,1.7990000000000002,1.899,0.433,0.015,1.451,0.094,1.3635,1.5747,0.065
43363,2012-10-14,2012-10-20,NORDESTE,PARAIBA,GNV,8,R$/m3,1.75,0.042,1.67,1.81,0.429,0.024,1.321,0.093,1.29,1.4945,0.07
43364,2012-10-14,2012-10-20,NORDESTE,PERNAMBUCO,GNV,44,R$/m3,1.7990000000000002,0.001,1.79,1.7990000000000002,0.498,0.001,1.301,0.101,1.1575,1.4264,0.078
43365,2012-10-14,2012-10-20,NORDESTE,RIO GRANDE DO NORTE,GNV,23,R$/m3,1.915,0.047,1.86,1.999,0.558,0.025,1.357,0.108,1.2657,1.4877,0.08
43366,2012-10-14,2012-10-20,NORDESTE,SERGIPE,GNV,11,R$/m3,1.873,0.159,1.79,2.369,0.39,0.085,1.483,0.06,1.372,1.506,0.04
43367,2012-10-14,2012-10-20,NORTE,AMAZONAS,GNV,2,R$/m3,1.85,0.0,1.85,1.85,0.26,0.0,1.59,0,1.59,1.59,0
43368,2012-10-14,2012-10-20,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.811,0.03,1.79,1.86,0.725,0.017,1.086,0,1.0855,1.0855,0
43369,2012-10-14,2012-10-20,SUDESTE,MINAS GERAIS,GNV,18,R$/m3,1.6909999999999998,0.162,1.499,1.985,0.432,0.096,1.259,0.166,1.1529,1.503,0.132
43370,2012-10-14,2012-10-20,SUDESTE,RIO DE JANEIRO,GNV,201,R$/m3,1.673,0.127,1.399,2.09,0.365,0.076,1.308,0.121,1.0653,1.5,0.093
43371,2012-10-14,2012-10-20,SUDESTE,SAO PAULO,GNV,85,R$/m3,1.531,0.136,1.369,2.199,0.312,0.089,1.219,0.16,0.8856,1.4996,0.131
43372,2012-10-14,2012-10-20,SUL,PARANA,GNV,12,R$/m3,1.519,0.186,1.399,2.09,-,0.122,-,-,-,-,-
43373,2012-10-14,2012-10-20,SUL,RIO GRANDE DO SUL,GNV,30,R$/m3,1.985,0.027,1.919,2.099,0.569,0.0139999999999999,1.416,0.167,1.2188,1.5473,0.118
43374,2012-10-14,2012-10-20,SUL,SANTA CATARINA,GNV,48,R$/m3,2.011,0.0559999999999999,1.949,2.279,0.405,0.0279999999999999,1.606,0.089,1.5987,1.76,0.055
43375,2012-10-21,2012-10-27,CENTRO OESTE,MATO GROSSO,GNV,2,R$/m3,1.84,0.071,1.79,1.89,-,0.039,-,-,-,-,-
43376,2012-10-21,2012-10-27,CENTRO OESTE,MATO GROSSO DO SUL,GNV,6,R$/m3,1.949,0.024,1.899,1.959,0.438,0.012,1.511,0.182,1.4199,1.7847,0.12
43377,2012-10-21,2012-10-27,NORDESTE,ALAGOAS,GNV,9,R$/m3,1.965,0.01,1.95,1.978,0.553,0.005,1.412,0.116,1.2537,1.5056,0.082
43378,2012-10-21,2012-10-27,NORDESTE,BAHIA,GNV,34,R$/m3,1.696,0.107,1.45,1.99,0.409,0.063,1.287,0.143,1.0924,1.7084,0.111
43379,2012-10-21,2012-10-27,NORDESTE,CEARA,GNV,23,R$/m3,1.886,0.033,1.76,1.899,0.475,0.017,1.411,0.068,1.36,1.5251,0.048
43380,2012-10-21,2012-10-27,NORDESTE,PARAIBA,GNV,11,R$/m3,1.749,0.0409999999999999,1.67,1.81,0.364,0.023,1.385,0.119,1.2,1.4945,0.086
43381,2012-10-21,2012-10-27,NORDESTE,PERNAMBUCO,GNV,41,R$/m3,1.7990000000000002,0.002,1.79,1.7990000000000002,0.534,0.001,1.265,0.1,1.1974,1.4802,0.079
43382,2012-10-21,2012-10-27,NORDESTE,RIO GRANDE DO NORTE,GNV,20,R$/m3,1.907,0.043,1.86,1.99,0.527,0.023,1.38,0.106,1.2657,1.4777,0.077
43383,2012-10-21,2012-10-27,NORDESTE,SERGIPE,GNV,12,R$/m3,1.873,0.153,1.79,2.369,0.397,0.0819999999999999,1.476,0.067,1.372,1.506,0.045
43384,2012-10-21,2012-10-27,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.843,0.012,1.84,1.86,-,0.0069999999999999,-,-,-,-,-
43385,2012-10-21,2012-10-27,SUDESTE,MINAS GERAIS,GNV,12,R$/m3,1.743,0.147,1.599,1.999,0.556,0.084,1.187,0.177,1.0536,1.503,0.149
43386,2012-10-21,2012-10-27,SUDESTE,RIO DE JANEIRO,GNV,175,R$/m3,1.661,0.151,1.359,2.09,0.328,0.091,1.333,0.119,1.0653,1.4992,0.089
43387,2012-10-21,2012-10-27,SUDESTE,SAO PAULO,GNV,82,R$/m3,1.517,0.177,1.349,2.399,0.351,0.1169999999999999,1.166,0.24,0.9006,1.749,0.206
43388,2012-10-21,2012-10-27,SUL,PARANA,GNV,10,R$/m3,1.474,0.205,1.399,2.09,-,0.139,-,-,-,-,-
43389,2012-10-21,2012-10-27,SUL,RIO GRANDE DO SUL,GNV,32,R$/m3,1.99,0.081,1.919,2.339,0.572,0.0409999999999999,1.418,0.13,1.2331,1.5473,0.092
43390,2012-10-21,2012-10-27,SUL,SANTA CATARINA,GNV,46,R$/m3,1.997,0.059,1.899,2.279,0.39,0.03,1.607,0.011,1.5987,1.6241,0.007
43391,2012-10-28,2012-11-03,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.89,0.0,1.89,1.89,-,0.0,-,-,-,-,-
43392,2012-10-28,2012-11-03,CENTRO OESTE,MATO GROSSO DO SUL,GNV,3,R$/m3,1.959,0.01,1.949,1.968,0.539,0.005,1.42,0,1.4199,1.4199,0
43393,2012-10-28,2012-11-03,NORDESTE,ALAGOAS,GNV,9,R$/m3,1.965,0.009,1.95,1.979,0.526,0.005,1.439,0.061,1.384,1.4967,0.042
43394,2012-10-28,2012-11-03,NORDESTE,BAHIA,GNV,28,R$/m3,1.636,0.093,1.499,1.99,0.386,0.057,1.25,0.16,1.0924,1.7084,0.128
43395,2012-10-28,2012-11-03,NORDESTE,CEARA,GNV,21,R$/m3,1.881,0.031,1.76,1.899,0.426,0.016,1.455,0.081,1.3635,1.5251,0.056
43396,2012-10-28,2012-11-03,NORDESTE,PARAIBA,GNV,9,R$/m3,1.749,0.031,1.67,1.77,0.358,0.018,1.391,0.098,1.29,1.4945,0.07
43397,2012-10-28,2012-11-03,NORDESTE,PERNAMBUCO,GNV,35,R$/m3,1.7990000000000002,0.002,1.79,1.7990000000000002,0.432,0.001,1.367,0.112,1.1974,1.4761,0.082
43398,2012-10-28,2012-11-03,NORDESTE,RIO GRANDE DO NORTE,GNV,22,R$/m3,1.914,0.05,1.86,1.999,0.565,0.026,1.349,0.105,1.2657,1.4877,0.078
43399,2012-10-28,2012-11-03,NORDESTE,SERGIPE,GNV,9,R$/m3,1.882,0.171,1.835,2.369,0.399,0.091,1.483,0.06,1.372,1.506,0.04
43400,2012-10-28,2012-11-03,NORTE,AMAZONAS,GNV,1,R$/m3,1.85,0.0,1.85,1.85,-,0.0,-,-,-,-,-
43401,2012-10-28,2012-11-03,SUDESTE,ESPIRITO SANTO,GNV,3,R$/m3,1.84,0.012,1.84,1.86,0.714,0.0069999999999999,1.126,0,1.1256,1.1256,0
43402,2012-10-28,2012-11-03,SUDESTE,MINAS GERAIS,GNV,19,R$/m3,1.694,0.147,1.499,1.985,0.425,0.087,1.269,0.144,1.153,1.503,0.113
43403,2012-10-28,2012-11-03,SUDESTE,RIO DE JANEIRO,GNV,182,R$/m3,1.652,0.146,1.359,2.09,0.291,0.088,1.361,0.112,1.0577,1.5,0.082
43404,2012-10-28,2012-11-03,SUDESTE,SAO PAULO,GNV,94,R$/m3,1.519,0.1689999999999999,1.349,2.399,0.38,0.111,1.139,0.235,0.8851,1.749,0.206
43405,2012-10-28,2012-11-03,SUL,PARANA,GNV,12,R$/m3,1.517,0.185,1.399,2.09,-,0.122,-,-,-,-,-
43406,2012-10-28,2012-11-03,SUL,RIO GRANDE DO SUL,GNV,36,R$/m3,1.991,0.05,1.919,2.249,0.545,0.025,1.446,0.028,1.4024,1.4608,0.019
43407,2012-10-28,2012-11-03,SUL,SANTA CATARINA,GNV,31,R$/m3,2.007,0.026,1.949,2.099,0.388,0.013,1.619,0.008,1.6123,1.6241,0.005
43408,2012-11-04,2012-11-10,CENTRO OESTE,MATO GROSSO,GNV,2,R$/m3,1.89,0.0,1.89,1.89,0.431,0.0,1.459,0,1.4586,1.4586,0
43409,2012-11-04,2012-11-10,CENTRO OESTE,MATO GROSSO DO SUL,GNV,3,R$/m3,1.959,0.01,1.949,1.968,-,0.005,-,-,-,-,-
43410,2012-11-04,2012-11-10,NORDESTE,ALAGOAS,GNV,13,R$/m3,1.971,0.05,1.958,2.149,0.56,0.025,1.411,0.149,1.17,1.5056,0.106
43411,2012-11-04,2012-11-10,NORDESTE,BAHIA,GNV,36,R$/m3,1.706,0.096,1.49,1.99,0.414,0.0559999999999999,1.292,0.122,1.0924,1.7084,0.094
43412,2012-11-04,2012-11-10,NORDESTE,CEARA,GNV,11,R$/m3,1.888,0.0279999999999999,1.7990000000000002,1.899,0.417,0.015,1.471,0.093,1.3635,1.5251,0.063
43413,2012-11-04,2012-11-10,NORDESTE,PARAIBA,GNV,11,R$/m3,1.753,0.039,1.67,1.81,0.347,0.022,1.406,0.102,1.29,1.4945,0.073
43414,2012-11-04,2012-11-10,NORDESTE,PERNAMBUCO,GNV,35,R$/m3,1.7990000000000002,0.049,1.79,2.059,0.459,0.027,1.34,0.102,1.1974,1.3864,0.076
43415,2012-11-04,2012-11-10,NORDESTE,RIO GRANDE DO NORTE,GNV,18,R$/m3,1.9,0.039,1.86,1.99,0.482,0.021,1.418,0.096,1.265,1.4777,0.068
43416,2012-11-04,2012-11-10,NORDESTE,SERGIPE,GNV,10,R$/m3,1.881,0.163,1.839,2.369,0.398,0.087,1.483,0.06,1.372,1.506,0.04
43417,2012-11-04,2012-11-10,NORTE,AMAZONAS,GNV,1,R$/m3,1.85,0.0,1.85,1.85,-,0.0,-,-,-,-,-
43418,2012-11-04,2012-11-10,SUDESTE,ESPIRITO SANTO,GNV,6,R$/m3,1.866,0.2,1.79,2.32,0.473,0.107,1.393,0.121,1.3927,1.605,0.087
43419,2012-11-04,2012-11-10,SUDESTE,MINAS GERAIS,GNV,11,R$/m3,1.873,0.135,1.599,1.999,0.448,0.072,1.425,0.046,1.4147,1.503,0.032
43420,2012-11-04,2012-11-10,SUDESTE,RIO DE JANEIRO,GNV,183,R$/m3,1.66,0.143,1.359,2.09,0.368,0.086,1.292,0.115,1.1286,1.4992,0.089
43421,2012-11-04,2012-11-10,SUDESTE,SAO PAULO,GNV,77,R$/m3,1.505,0.178,1.349,2.399,0.32,0.118,1.185,0.114,0.8872,1.299,0.096
43422,2012-11-04,2012-11-10,SUL,PARANA,GNV,11,R$/m3,1.52,0.1169999999999999,1.319,1.699,-,0.077,-,-,-,-,-
43423,2012-11-04,2012-11-10,SUL,RIO GRANDE DO SUL,GNV,36,R$/m3,1.991,0.054,1.968,2.249,0.735,0.027,1.256,0.12,1.2331,1.4024,0.096
43424,2012-11-04,2012-11-10,SUL,SANTA CATARINA,GNV,44,R$/m3,2.005,0.059,1.909,2.279,0.386,0.0289999999999999,1.619,0.008,1.6123,1.6241,0.005
43425,2012-11-11,2012-11-17,CENTRO OESTE,MATO GROSSO,GNV,2,R$/m3,1.84,0.071,1.79,1.89,0.381,0.039,1.459,0,1.4586,1.4586,0
43426,2012-11-11,2012-11-17,CENTRO OESTE,MATO GROSSO DO SUL,GNV,4,R$/m3,1.944,0.03,1.899,1.959,0.474,0.015,1.47,0.087,1.4199,1.5714,0.059
43427,2012-11-11,2012-11-17,NORDESTE,ALAGOAS,GNV,10,R$/m3,1.97,0.057,1.958,2.149,0.472,0.0289999999999999,1.498,0.164,1.17,1.5056,0.109
43428,2012-11-11,2012-11-17,NORDESTE,BAHIA,GNV,32,R$/m3,1.633,0.098,1.49,1.99,0.369,0.06,1.264,0.144,1.0863,1.7084,0.114
43429,2012-11-11,2012-11-17,NORDESTE,CEARA,GNV,13,R$/m3,1.888,0.012,1.85,1.899,0.457,0.006,1.431,0.093,1.3635,1.5747,0.065
43430,2012-11-11,2012-11-17,NORDESTE,PARAIBA,GNV,9,R$/m3,1.7519999999999998,0.036,1.67,1.81,0.366,0.021,1.386,0.113,1.29,1.4945,0.082
43431,2012-11-11,2012-11-17,NORDESTE,PERNAMBUCO,GNV,32,R$/m3,1.7990000000000002,0.052,1.79,2.059,0.469,0.0289999999999999,1.33,0.113,1.1974,1.4534,0.085
43432,2012-11-11,2012-11-17,NORDESTE,RIO GRANDE DO NORTE,GNV,21,R$/m3,1.903,0.0409999999999999,1.86,1.99,0.517,0.022,1.386,0.1,1.2657,1.478,0.072
43433,2012-11-11,2012-11-17,NORDESTE,SERGIPE,GNV,10,R$/m3,1.874,0.166,1.79,2.369,0.368,0.089,1.506,0,1.5059,1.506,0
43434,2012-11-11,2012-11-17,SUDESTE,ESPIRITO SANTO,GNV,3,R$/m3,1.95,0.272,1.84,2.32,0.824,0.139,1.126,0,1.1256,1.1256,0
43435,2012-11-11,2012-11-17,SUDESTE,MINAS GERAIS,GNV,14,R$/m3,1.702,0.156,1.499,1.985,0.435,0.092,1.267,0.142,1.153,1.503,0.112
43436,2012-11-11,2012-11-17,SUDESTE,RIO DE JANEIRO,GNV,189,R$/m3,1.675,0.129,1.359,2.09,0.372,0.077,1.303,0.114,1.0653,1.5,0.087
43437,2012-11-11,2012-11-17,SUDESTE,SAO PAULO,GNV,88,R$/m3,1.523,0.176,1.349,2.399,0.341,0.1159999999999999,1.182,0.184,0.8779,1.664,0.156
43438,2012-11-11,2012-11-17,SUL,PARANA,GNV,9,R$/m3,1.555,0.185,1.399,2.09,-,0.119,-,-,-,-,-
43439,2012-11-11,2012-11-17,SUL,RIO GRANDE DO SUL,GNV,35,R$/m3,1.991,0.08,1.919,2.339,0.589,0.04,1.402,0,1.4024,1.4024,0
43440,2012-11-11,2012-11-17,SUL,SANTA CATARINA,GNV,36,R$/m3,2.015,0.072,1.899,2.279,0.411,0.036,1.604,0.01,1.5987,1.6123,0.006
43441,2012-11-18,2012-11-24,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.89,0.0,1.89,1.89,-,0.0,-,-,-,-,-
43442,2012-11-18,2012-11-24,CENTRO OESTE,MATO GROSSO DO SUL,GNV,3,R$/m3,1.959,0.01,1.949,1.969,0.388,0.005,1.571,0,1.5714,1.5714,0
43443,2012-11-18,2012-11-24,NORDESTE,ALAGOAS,GNV,10,R$/m3,1.965,0.059,1.95,2.149,0.512,0.03,1.453,0.124,1.17,1.4967,0.085
43444,2012-11-18,2012-11-24,NORDESTE,BAHIA,GNV,23,R$/m3,1.675,0.11,1.45,1.99,0.39,0.066,1.285,0.158,1.0958,1.7084,0.123
43445,2012-11-18,2012-11-24,NORDESTE,CEARA,GNV,20,R$/m3,1.885,0.036,1.76,1.899,0.464,0.019,1.421,0.074,1.36,1.5258,0.052
43446,2012-11-18,2012-11-24,NORDESTE,PARAIBA,GNV,13,R$/m3,1.76,0.044,1.67,1.85,0.365,0.025,1.395,0.093,1.29,1.4779,0.067
43447,2012-11-18,2012-11-24,NORDESTE,PERNAMBUCO,GNV,28,R$/m3,1.7990000000000002,0.002,1.79,1.7990000000000002,0.441,0.001,1.358,0.116,1.1929,1.4534,0.085
43448,2012-11-18,2012-11-24,NORDESTE,RIO GRANDE DO NORTE,GNV,18,R$/m3,1.895,0.0289999999999999,1.86,1.99,0.488,0.015,1.407,0.106,1.2657,1.478,0.075
43449,2012-11-18,2012-11-24,NORDESTE,SERGIPE,GNV,10,R$/m3,1.86,0.023,1.839,1.899,0.459,0.012,1.401,0.161,1.125,1.506,0.115
43450,2012-11-18,2012-11-24,NORTE,AMAZONAS,GNV,1,R$/m3,1.85,0.0,1.85,1.85,0.26,0.0,1.59,0,1.59,1.59,0
43451,2012-11-18,2012-11-24,SUDESTE,ESPIRITO SANTO,GNV,6,R$/m3,1.79,0.023,1.79,1.86,0.397,0.013,1.393,0.259,1.0855,1.6008,0.186
43452,2012-11-18,2012-11-24,SUDESTE,MINAS GERAIS,GNV,12,R$/m3,1.741,0.171,1.599,2.085,0.315,0.098,1.426,0.045,1.4167,1.503,0.032
43453,2012-11-18,2012-11-24,SUDESTE,RIO DE JANEIRO,GNV,174,R$/m3,1.656,0.144,1.379,2.057,0.368,0.087,1.288,0.132,1.0793,1.4992,0.102
43454,2012-11-18,2012-11-24,SUDESTE,SAO PAULO,GNV,84,R$/m3,1.503,0.175,1.369,2.399,0.28,0.1159999999999999,1.223,0.23,0.8779,1.749,0.188
43455,2012-11-18,2012-11-24,SUL,PARANA,GNV,10,R$/m3,1.507,0.217,1.399,2.09,-,0.144,-,-,-,-,-
43456,2012-11-18,2012-11-24,SUL,RIO GRANDE DO SUL,GNV,38,R$/m3,1.982,0.036,1.919,2.14,0.53,0.018,1.452,0.011,1.4378,1.4608,0.008
43457,2012-11-18,2012-11-24,SUL,SANTA CATARINA,GNV,38,R$/m3,1.99,0.046,1.899,2.229,-,0.023,-,-,-,-,-
43458,2012-11-25,2012-12-01,CENTRO OESTE,GOIAS,GNV,1,R$/m3,2.19,0.0,2.19,2.19,0.272,0.0,1.918,0,1.9183,1.9183,0
43459,2012-11-25,2012-12-01,CENTRO OESTE,MATO GROSSO,GNV,2,R$/m3,1.88,0.127,1.79,1.97,-,0.068,-,-,-,-,-
43460,2012-11-25,2012-12-01,CENTRO OESTE,MATO GROSSO DO SUL,GNV,2,R$/m3,1.954,0.0069999999999999,1.949,1.959,-,0.004,-,-,-,-,-
43461,2012-11-25,2012-12-01,NORDESTE,ALAGOAS,GNV,13,R$/m3,1.971,0.05,1.958,2.149,0.588,0.025,1.383,0.129,1.17,1.5156,0.093
43462,2012-11-25,2012-12-01,NORDESTE,BAHIA,GNV,30,R$/m3,1.6780000000000002,0.1159999999999999,1.49,2.09,0.414,0.069,1.264,0.148,1.0863,1.7084,0.117
43463,2012-11-25,2012-12-01,NORDESTE,CEARA,GNV,16,R$/m3,1.88,0.048,1.76,1.98,0.428,0.026,1.452,0.084,1.3635,1.5482,0.058
43464,2012-11-25,2012-12-01,NORDESTE,PARAIBA,GNV,10,R$/m3,1.76,0.045,1.67,1.85,0.386,0.026,1.374,0.099,1.29,1.4778,0.072
43465,2012-11-25,2012-12-01,NORDESTE,PERNAMBUCO,GNV,31,R$/m3,1.7990000000000002,0.002,1.79,1.7990000000000002,0.433,0.001,1.366,0.131,1.0762,1.5072,0.096
43466,2012-11-25,2012-12-01,NORDESTE,RIO GRANDE DO NORTE,GNV,23,R$/m3,1.896,0.033,1.86,1.99,0.516,0.017,1.38,0.106,1.2657,1.478,0.077
43467,2012-11-25,2012-12-01,NORDESTE,SERGIPE,GNV,11,R$/m3,1.882,0.156,1.839,2.369,0.476,0.083,1.406,0.168,1.125,1.543,0.119
43468,2012-11-25,2012-12-01,NORTE,AMAZONAS,GNV,1,R$/m3,1.85,0.0,1.85,1.85,-,0.0,-,-,-,-,-
43469,2012-11-25,2012-12-01,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.84,0.01,1.84,1.86,-,0.005,-,-,-,-,-
43470,2012-11-25,2012-12-01,SUDESTE,MINAS GERAIS,GNV,18,R$/m3,1.7009999999999998,0.155,1.499,2.085,0.45,0.091,1.251,0.185,1.0984,1.503,0.148
43471,2012-11-25,2012-12-01,SUDESTE,RIO DE JANEIRO,GNV,172,R$/m3,1.661,0.1369999999999999,1.359,2.057,0.373,0.0819999999999999,1.288,0.122,1.0961,1.5484,0.095
43472,2012-11-25,2012-12-01,SUDESTE,SAO PAULO,GNV,96,R$/m3,1.529,0.154,1.369,2.399,0.315,0.1009999999999999,1.214,0.171,0.8856,1.664,0.141
43473,2012-11-25,2012-12-01,SUL,PARANA,GNV,10,R$/m3,1.48,0.205,1.39,2.09,-,0.139,-,-,-,-,-
43474,2012-11-25,2012-12-01,SUL,RIO GRANDE DO SUL,GNV,36,R$/m3,1.98,0.039,1.919,2.14,0.747,0.02,1.233,0,1.2331,1.2331,0
43475,2012-11-25,2012-12-01,SUL,SANTA CATARINA,GNV,39,R$/m3,1.998,0.054,1.899,2.229,0.399,0.027,1.599,0,1.5987,1.5987,0
43476,2012-12-02,2012-12-08,CENTRO OESTE,GOIAS,GNV,1,R$/m3,2.19,0.0,2.19,2.19,-,0.0,-,-,-,-,-
43477,2012-12-02,2012-12-08,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.917,0.052,1.89,1.98,0.494,0.027,1.423,0.023,1.4,1.4329,0.016
43478,2012-12-02,2012-12-08,CENTRO OESTE,MATO GROSSO DO SUL,GNV,6,R$/m3,1.939,0.031,1.899,1.959,0.405,0.016,1.534,0.135,1.4199,1.7249,0.088
43479,2012-12-02,2012-12-08,NORDESTE,ALAGOAS,GNV,12,R$/m3,1.971,0.052,1.958,2.149,0.493,0.026,1.478,0.225,1.401,1.97,0.152
43480,2012-12-02,2012-12-08,NORDESTE,BAHIA,GNV,32,R$/m3,1.6780000000000002,0.121,1.49,2.099,0.399,0.072,1.279,0.144,1.0863,1.7084,0.113
43481,2012-12-02,2012-12-08,NORDESTE,CEARA,GNV,10,R$/m3,1.89,0.0,1.89,1.89,0.445,0.0,1.445,0.092,1.3635,1.5251,0.064
43482,2012-12-02,2012-12-08,NORDESTE,PARAIBA,GNV,14,R$/m3,1.76,0.043,1.67,1.85,0.441,0.024,1.319,0.096,1.29,1.4745,0.073
43483,2012-12-02,2012-12-08,NORDESTE,PERNAMBUCO,GNV,34,R$/m3,1.7990000000000002,0.0,1.7990000000000002,1.7990000000000002,0.413,0.0,1.386,0.116,1.1929,1.5068,0.084
43484,2012-12-02,2012-12-08,NORDESTE,RIO GRANDE DO NORTE,GNV,20,R$/m3,1.894,0.027,1.86,1.99,0.494,0.0139999999999999,1.4,0.105,1.2657,1.478,0.075
43485,2012-12-02,2012-12-08,NORDESTE,SERGIPE,GNV,11,R$/m3,1.88,0.156,1.839,2.369,0.567,0.083,1.313,0.163,1.1253,1.506,0.124
43486,2012-12-02,2012-12-08,NORTE,AMAZONAS,GNV,1,R$/m3,1.85,0.0,1.85,1.85,-,0.0,-,-,-,-,-
43487,2012-12-02,2012-12-08,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.79,0.025,1.79,1.84,0.397,0.0139999999999999,1.393,0.259,1.0855,1.6,0.186
43488,2012-12-02,2012-12-08,SUDESTE,MINAS GERAIS,GNV,14,R$/m3,1.8,0.1639999999999999,1.599,2.085,0.36,0.091,1.44,0.037,1.4367,1.503,0.026
43489,2012-12-02,2012-12-08,SUDESTE,RIO DE JANEIRO,GNV,188,R$/m3,1.66,0.138,1.399,2.09,0.368,0.083,1.292,0.122,1.0961,1.503,0.094
43490,2012-12-02,2012-12-08,SUDESTE,SAO PAULO,GNV,75,R$/m3,1.604,0.163,1.399,2.399,0.447,0.102,1.157,0.129,0.8997,1.416,0.111
43491,2012-12-02,2012-12-08,SUL,PARANA,GNV,11,R$/m3,1.564,0.201,1.399,2.19,-,0.129,-,-,-,-,-
43492,2012-12-02,2012-12-08,SUL,RIO GRANDE DO SUL,GNV,38,R$/m3,1.984,0.081,1.919,2.33,0.552,0.0409999999999999,1.432,0.026,1.4013,1.4621,0.018
43493,2012-12-02,2012-12-08,SUL,SANTA CATARINA,GNV,42,R$/m3,1.998,0.0579999999999999,1.879,2.19,0.408,0.0289999999999999,1.59,0.064,1.5338,1.6241,0.04
43494,2012-12-09,2012-12-15,CENTRO OESTE,GOIAS,GNV,1,R$/m3,2.19,0.0,2.19,2.19,-,0.0,-,-,-,-,-
43495,2012-12-09,2012-12-15,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,1.945,0.049,1.89,1.98,0.545,0.025,1.4,0,1.4,1.4,0
43496,2012-12-09,2012-12-15,CENTRO OESTE,MATO GROSSO DO SUL,GNV,3,R$/m3,1.959,0.01,1.949,1.968,0.539,0.005,1.42,0,1.4199,1.4199,0
43497,2012-12-09,2012-12-15,NORDESTE,ALAGOAS,GNV,9,R$/m3,1.965,0.062,1.95,2.149,0.508,0.032,1.457,0.213,1.41,1.97,0.146
43498,2012-12-09,2012-12-15,NORDESTE,BAHIA,GNV,33,R$/m3,1.6669999999999998,0.1169999999999999,1.45,2.099,0.392,0.07,1.275,0.132,1.0968,1.7084,0.104
