,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
76870,2015-09-06,2015-09-12,NORDESTE,PIAUI,ÓLEO DIESEL S10,35,R$/l,2.9960000000000004,0.069,2.89,3.19,0.322,0.023,2.674,0.032,2.6247,2.6913,0.012
76871,2015-09-06,2015-09-12,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL S10,110,R$/l,2.951,0.105,2.679,3.399,0.359,0.036,2.592,0.056,2.4782,2.7202,0.022
76872,2015-09-06,2015-09-12,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL S10,26,R$/l,3.059,0.032,2.99,3.099,0.351,0.01,2.708,0.025,2.6781,2.7279,0.009
76873,2015-09-06,2015-09-12,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL S10,73,R$/l,2.969,0.094,2.74,3.15,0.415,0.032,2.554,0.083,2.4365,2.83,0.032
76874,2015-09-06,2015-09-12,NORTE,RONDONIA,ÓLEO DIESEL S10,14,R$/l,3.168,0.0279999999999999,3.12,3.2,0.388,0.009,2.78,0,2.78,2.78,0
76875,2015-09-06,2015-09-12,NORTE,RORAIMA,ÓLEO DIESEL S10,7,R$/l,3.164,0.05,3.1,3.21,0.394,0.016,2.77,0.08,2.7166,2.9464,0.029
76876,2015-09-06,2015-09-12,SUL,SANTA CATARINA,ÓLEO DIESEL S10,74,R$/l,2.897,0.086,2.659,3.099,0.232,0.03,2.665,0.072,2.4673,2.7269,0.027
76877,2015-09-06,2015-09-12,SUDESTE,SAO PAULO,ÓLEO DIESEL S10,455,R$/l,2.8960000000000004,0.1,2.599,3.297,0.311,0.035,2.585,0.06,2.41,2.7466,0.023
76878,2015-09-06,2015-09-12,NORDESTE,SERGIPE,ÓLEO DIESEL S10,22,R$/l,3.028,0.094,2.829,3.199,0.357,0.031,2.671,0.058,2.55,2.7653,0.022
76879,2015-09-06,2015-09-12,NORTE,TOCANTINS,ÓLEO DIESEL S10,10,R$/l,3.01,0.05,2.959,3.099,0.375,0.017,2.635,0.036,2.6098,2.6608,0.014
76880,2015-09-06,2015-09-12,NORTE,ACRE,GASOLINA COMUM,31,R$/l,3.803,0.152,3.64,4.1,0.612,0.04,3.191,0.107,3.0827,3.3949,0.034
76881,2015-09-06,2015-09-12,NORDESTE,ALAGOAS,GASOLINA COMUM,30,R$/l,3.3710000000000004,0.0559999999999999,3.219,3.499,0.517,0.017,2.854,0.045,2.78,2.9113,0.016
76882,2015-09-06,2015-09-12,NORTE,AMAPA,GASOLINA COMUM,16,R$/l,3.259,0.084,3.15,3.39,0.302,0.026,2.957,0.021,2.9497,3.0014,0.007
76883,2015-09-06,2015-09-12,NORTE,AMAZONAS,GASOLINA COMUM,43,R$/l,3.58,0.18,3.38,3.99,0.567,0.05,3.013,0.074,2.83,3.195,0.025
76884,2015-09-06,2015-09-12,NORDESTE,BAHIA,GASOLINA COMUM,191,R$/l,3.475,0.104,3.04,3.799,0.573,0.03,2.902,0.075,2.75,3.0782,0.026
76885,2015-09-06,2015-09-12,NORDESTE,CEARA,GASOLINA COMUM,106,R$/l,3.382,0.0579999999999999,3.32,3.58,0.429,0.017,2.953,0.031,2.9159,3.0149,0.01
76886,2015-09-06,2015-09-12,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,34,R$/l,3.498,0.01,3.48,3.52,0.401,0.003,3.097,0.004,3.0929,3.1025,0.001
76887,2015-09-06,2015-09-12,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,53,R$/l,3.394,0.09,3.35,3.69,0.491,0.027,2.903,0.062,2.8539,3.1139,0.021
76888,2015-09-06,2015-09-12,CENTRO OESTE,GOIAS,GASOLINA COMUM,86,R$/l,3.455,0.171,2.999,3.57,0.522,0.049,2.933,0.053,2.833,3.003,0.018
76889,2015-09-06,2015-09-12,NORDESTE,MARANHAO,GASOLINA COMUM,55,R$/l,3.174,0.152,2.999,3.499,0.299,0.048,2.875,0.053,2.804,2.9726,0.018
76890,2015-09-06,2015-09-12,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,95,R$/l,3.294,0.105,3.079,3.51,0.427,0.032,2.867,0.048,2.8089,2.9758,0.017
76891,2015-09-06,2015-09-12,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,53,R$/l,3.1830000000000003,0.236,2.948,3.599,0.372,0.074,2.811,0.079,2.5731,2.98,0.028
76892,2015-09-06,2015-09-12,SUDESTE,MINAS GERAIS,GASOLINA COMUM,233,R$/l,3.237,0.162,3.029,3.699,0.281,0.05,2.956,0.059,2.627,3.0756,0.02
76893,2015-09-06,2015-09-12,NORTE,PARA,GASOLINA COMUM,27,R$/l,3.4410000000000003,0.185,3.28,4.16,0.416,0.054,3.025,0.051,2.9137,3.13,0.017
76894,2015-09-06,2015-09-12,NORDESTE,PARAIBA,GASOLINA COMUM,38,R$/l,3.159,0.162,2.999,3.499,0.332,0.051,2.827,0.021,2.7629,2.8637,0.007
76895,2015-09-06,2015-09-12,SUL,PARANA,GASOLINA COMUM,149,R$/l,3.218,0.11,2.999,3.44,0.355,0.034,2.863,0.073,2.5871,3.0108,0.025
76896,2015-09-06,2015-09-12,NORDESTE,PERNAMBUCO,GASOLINA COMUM,85,R$/l,3.442,0.154,2.979,3.665,0.556,0.045,2.886,0.091,2.765,3.235,0.032
76897,2015-09-06,2015-09-12,NORDESTE,PIAUI,GASOLINA COMUM,42,R$/l,3.162,0.139,3.04,3.44,0.38,0.044,2.782,0.032,2.742,2.8214,0.012
76898,2015-09-06,2015-09-12,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,220,R$/l,3.463,0.134,3.17,3.869,0.469,0.039,2.994,0.084,2.82,3.1959,0.028
76899,2015-09-06,2015-09-12,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,37,R$/l,3.345,0.017,3.319,3.39,0.401,0.005,2.944,0.018,2.9176,2.9691,0.006
76900,2015-09-06,2015-09-12,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,128,R$/l,3.321,0.128,2.98,3.599,0.471,0.039,2.85,0.049,2.733,2.959,0.017
76901,2015-09-06,2015-09-12,NORTE,RONDONIA,GASOLINA COMUM,32,R$/l,3.579,0.061,3.49,3.659,-,0.017,-,-,-,-,-
76902,2015-09-06,2015-09-12,NORTE,RORAIMA,GASOLINA COMUM,9,R$/l,3.519,0.033,3.49,3.56,0.542,0.009,2.977,0.074,2.93,3.1623,0.025
76903,2015-09-06,2015-09-12,SUL,SANTA CATARINA,GASOLINA COMUM,104,R$/l,3.157,0.11,2.889,3.399,0.35,0.035,2.807,0.069,2.6709,2.9148,0.025
76904,2015-09-06,2015-09-12,SUDESTE,SAO PAULO,GASOLINA COMUM,767,R$/l,3.087,0.138,2.779,3.499,0.377,0.045,2.71,0.073,2.5,2.9267,0.027
76905,2015-09-06,2015-09-12,NORDESTE,SERGIPE,GASOLINA COMUM,24,R$/l,3.321,0.075,3.24,3.539,0.408,0.023,2.913,0.047,2.76,2.971,0.016
76906,2015-09-06,2015-09-12,NORTE,TOCANTINS,GASOLINA COMUM,13,R$/l,3.5410000000000004,0.077,3.389,3.599,0.601,0.022,2.94,0.056,2.8198,2.9689,0.019
76907,2015-09-06,2015-09-12,NORTE,ACRE,GLP,43,R$/13Kg,57.305,4.34,50.0,68.0,9.414,0.076,47.891,1.59,44.153,49.13,0.033
76908,2015-09-06,2015-09-12,NORDESTE,ALAGOAS,GLP,19,R$/13Kg,51.675,4.206,45.0,55.0,-,0.081,-,-,-,-,-
76909,2015-09-06,2015-09-12,NORTE,AMAPA,GLP,19,R$/13Kg,67.688,3.652,55.0,69.0,-,0.054,-,-,-,-,-
76910,2015-09-06,2015-09-12,NORTE,AMAZONAS,GLP,76,R$/13Kg,49.817,2.86,46.0,60.0,7.9,0.057,41.917,1.083,37.95,42.47,0.026
76911,2015-09-06,2015-09-12,NORDESTE,BAHIA,GLP,140,R$/13Kg,49.162,4.285,39.0,59.0,16.262,0.087,32.9,2.828,24.6,38.5,0.086
76912,2015-09-06,2015-09-12,NORDESTE,CEARA,GLP,115,R$/13Kg,58.624,2.885,52.0,65.0,-,0.049,-,-,-,-,-
76913,2015-09-06,2015-09-12,CENTRO OESTE,DISTRITO FEDERAL,GLP,71,R$/13Kg,56.028,4.081,48.0,65.0,9.582,0.073,46.446,0.559,45.55,47.9,0.012
76914,2015-09-06,2015-09-12,SUDESTE,ESPIRITO SANTO,GLP,68,R$/13Kg,50.017,2.037,45.0,55.0,18.084,0.0409999999999999,31.933,0.563,30.39,32.75,0.018
76915,2015-09-06,2015-09-12,CENTRO OESTE,GOIAS,GLP,132,R$/13Kg,54.727,3.0580000000000003,49.0,60.0,10.887,0.0559999999999999,43.84,1.379,42.2,46.9,0.031
76916,2015-09-06,2015-09-12,NORDESTE,MARANHAO,GLP,68,R$/13Kg,50.279,3.365,45.0,65.0,14.331,0.067,35.948,2.258,34.15,41.09,0.063
76917,2015-09-06,2015-09-12,CENTRO OESTE,MATO GROSSO,GLP,96,R$/13Kg,71.667,3.14,65.0,75.0,32.857,0.044,38.81,1.645,36,40,0.042
76918,2015-09-06,2015-09-12,CENTRO OESTE,MATO GROSSO DO SUL,GLP,129,R$/13Kg,60.706,3.532,50.0,69.0,11.147,0.0579999999999999,49.559,2.45,40.71,52.61,0.049
76919,2015-09-06,2015-09-12,SUDESTE,MINAS GERAIS,GLP,223,R$/13Kg,55.29600000000001,5.409,39.0,68.0,17.505,0.098,37.791,6.555,23.93,49.8896,0.173
76920,2015-09-06,2015-09-12,NORTE,PARA,GLP,81,R$/13Kg,58.52,3.327,48.0,68.0,21.916,0.057,36.604,0.49,36,37,0.013
76921,2015-09-06,2015-09-12,NORDESTE,PARAIBA,GLP,60,R$/13Kg,45.525,4.774,39.0,55.0,15.209,0.105,30.316,4.324,26.06,38,0.143
76922,2015-09-06,2015-09-12,SUL,PARANA,GLP,275,R$/13Kg,55.868,7.007999999999999,43.0,70.0,17.835,0.125,38.033,3.876,28.5,45.52,0.102
76923,2015-09-06,2015-09-12,NORDESTE,PERNAMBUCO,GLP,108,R$/13Kg,51.422,3.616,45.0,60.0,18.301,0.07,33.121,4.843,26.1,40,0.146
76924,2015-09-06,2015-09-12,NORDESTE,PIAUI,GLP,48,R$/13Kg,51.635,2.052,50.0,55.0,-,0.04,-,-,-,-,-
76925,2015-09-06,2015-09-12,SUDESTE,RIO DE JANEIRO,GLP,184,R$/13Kg,49.904,7.456,38.0,70.0,20.193,0.149,29.711,4.99,22.74,42.72,0.168
76926,2015-09-06,2015-09-12,NORDESTE,RIO GRANDE DO NORTE,GLP,40,R$/13Kg,50.478,1.4680000000000002,49.0,58.0,-,0.0289999999999999,-,-,-,-,-
76927,2015-09-06,2015-09-12,SUL,RIO GRANDE DO SUL,GLP,196,R$/13Kg,53.048,4.873,42.0,68.0,19,0.092,34.048,5.67,23.97,46.5,0.167
76928,2015-09-06,2015-09-12,NORTE,RONDONIA,GLP,59,R$/13Kg,57.029,2.954,47.0,65.0,10.879,0.052,46.15,0.087,46.1,46.3,0.002
76929,2015-09-06,2015-09-12,NORTE,RORAIMA,GLP,24,R$/13Kg,57.479,1.703,55.0,62.0,8.989,0.03,48.49,0,48.49,48.49,0
76930,2015-09-06,2015-09-12,SUL,SANTA CATARINA,GLP,37,R$/13Kg,48.97,5.5920000000000005,43.0,60.0,17.132,0.114,31.838,4.237,29.68,39,0.133
76931,2015-09-06,2015-09-12,SUDESTE,SAO PAULO,GLP,607,R$/13Kg,51.268,5.563,40.0,68.99,19.085,0.109,32.183,4.824,22.92,50,0.15
76932,2015-09-06,2015-09-12,NORDESTE,SERGIPE,GLP,22,R$/13Kg,45.957,5.124,40.0,57.0,-,0.111,-,-,-,-,-
76933,2015-09-06,2015-09-12,NORTE,TOCANTINS,GLP,58,R$/13Kg,70.23,4.3580000000000005,60.0,75.0,11.497,0.062,58.733,0.289,58.4,58.9,0.005
76934,2015-09-06,2015-09-12,NORDESTE,ALAGOAS,GNV,4,R$/m3,2.292,0.005,2.29,2.299,0.803,0.002,1.489,0,1.4894,1.4894,0
76935,2015-09-06,2015-09-12,NORDESTE,BAHIA,GNV,20,R$/m3,2.384,0.0559999999999999,2.17,2.399,0.7,0.023,1.684,0.16,1.3382,1.7998,0.095
76936,2015-09-06,2015-09-12,NORDESTE,CEARA,GNV,16,R$/m3,2.306,0.034,2.199,2.329,0.52,0.015,1.786,0,1.7863,1.7863,0
76937,2015-09-06,2015-09-12,SUDESTE,ESPIRITO SANTO,GNV,4,R$/m3,1.99,0.0,1.99,1.99,-,0.0,-,-,-,-,-
76938,2015-09-06,2015-09-12,CENTRO OESTE,GOIAS,GNV,2,R$/m3,2.733,0.071,2.699,2.799,-,0.026,-,-,-,-,-
76939,2015-09-06,2015-09-12,CENTRO OESTE,MATO GROSSO,GNV,3,R$/m3,2.45,0.045,2.36,2.45,0.448,0.018,2.002,0,2.0015,2.0015,0
76940,2015-09-06,2015-09-12,CENTRO OESTE,MATO GROSSO DO SUL,GNV,2,R$/m3,2.166,0.127,1.999,2.1790000000000003,-,0.059,-,-,-,-,-
76941,2015-09-06,2015-09-12,SUDESTE,MINAS GERAIS,GNV,3,R$/m3,2.59,0.0,2.59,2.59,-,0.0,-,-,-,-,-
76942,2015-09-06,2015-09-12,NORDESTE,PARAIBA,GNV,3,R$/m3,2.296,0.006,2.289,2.3,0.435,0.003,1.861,0,1.8609,1.8609,0
76943,2015-09-06,2015-09-12,NORDESTE,PERNAMBUCO,GNV,12,R$/m3,2.222,0.1669999999999999,2.18,2.63,0.704,0.075,1.518,0.189,1.365,1.754,0.125
76944,2015-09-06,2015-09-12,SUDESTE,RIO DE JANEIRO,GNV,64,R$/m3,2.003,0.171,1.679,2.299,0.571,0.085,1.432,0.1,1.2992,1.6779,0.07
76945,2015-09-06,2015-09-12,NORDESTE,RIO GRANDE DO NORTE,GNV,9,R$/m3,2.116,0.038,2.07,2.16,-,0.018,-,-,-,-,-
76946,2015-09-06,2015-09-12,SUL,RIO GRANDE DO SUL,GNV,10,R$/m3,2.373,0.074,2.21,2.399,0.623,0.031,1.75,0.01,1.743,1.757,0.006
76947,2015-09-06,2015-09-12,SUL,SANTA CATARINA,GNV,13,R$/m3,2.295,0.212,2.099,2.919,0.473,0.092,1.822,0,1.8224,1.8224,0
76948,2015-09-06,2015-09-12,SUDESTE,SAO PAULO,GNV,42,R$/m3,1.916,0.107,1.699,2.199,0.342,0.0559999999999999,1.574,0.165,1.2822,1.7457,0.105
76949,2015-09-06,2015-09-12,NORDESTE,SERGIPE,GNV,6,R$/m3,2.121,0.079,2.049,2.199,0.554,0.037,1.567,0.19,1.4,1.74,0.121
76950,2015-09-13,2015-09-19,NORTE,ACRE,ETANOL HIDRATADO,17,R$/l,3.036,0.148,2.98,3.4,0.568,0.049,2.468,0.066,2.4088,2.5625,0.027
76951,2015-09-13,2015-09-19,NORDESTE,ALAGOAS,ETANOL HIDRATADO,28,R$/l,2.593,0.1009999999999999,2.4,2.799,0.312,0.039,2.281,0.085,2.0484,2.4111,0.037
76952,2015-09-13,2015-09-19,NORTE,AMAPA,ETANOL HIDRATADO,1,R$/l,2.49,0.0,2.49,2.49,-,0.0,-,-,-,-,-
76953,2015-09-13,2015-09-19,NORTE,AMAZONAS,ETANOL HIDRATADO,33,R$/l,2.741,0.256,2.66,3.61,0.339,0.093,2.402,0.031,2.3434,2.4899,0.013
76954,2015-09-13,2015-09-19,NORDESTE,BAHIA,ETANOL HIDRATADO,187,R$/l,2.502,0.096,2.19,2.799,0.505,0.038,1.997,0.112,1.6439,2.2342,0.056
76955,2015-09-13,2015-09-19,NORDESTE,CEARA,ETANOL HIDRATADO,92,R$/l,2.6010000000000004,0.063,2.44,2.769,0.336,0.024,2.265,0.024,2.2345,2.3005,0.011
76956,2015-09-13,2015-09-19,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,34,R$/l,2.641,0.077,2.48,2.69,0.299,0.0289999999999999,2.342,0.162,2.0862,2.4776,0.069
76957,2015-09-13,2015-09-19,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,43,R$/l,2.78,0.1119999999999999,2.54,2.99,0.351,0.04,2.429,0.047,2.3454,2.5138,0.019
76958,2015-09-13,2015-09-19,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,86,R$/l,2.12,0.19,1.777,2.46,0.392,0.09,1.728,0.072,1.6333,1.9481,0.042
76959,2015-09-13,2015-09-19,NORDESTE,MARANHAO,ETANOL HIDRATADO,25,R$/l,2.6,0.13,2.399,2.92,0.422,0.05,2.178,0.121,2.1543,2.4391,0.056
76960,2015-09-13,2015-09-19,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,95,R$/l,1.901,0.09,1.729,2.119,0.278,0.047,1.623,0.043,1.54,1.7091,0.026
76961,2015-09-13,2015-09-19,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,53,R$/l,2.156,0.222,1.949,2.599,0.314,0.103,1.842,0.059,1.715,1.9865,0.032
76962,2015-09-13,2015-09-19,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,234,R$/l,2.032,0.175,1.819,2.599,0.3,0.086,1.732,0.08,1.5542,1.9573,0.046
76963,2015-09-13,2015-09-19,NORTE,PARA,ETANOL HIDRATADO,11,R$/l,2.8560000000000003,0.1009999999999999,2.709,3.03,0.393,0.035,2.463,0.075,2.3513,2.5904,0.03
76964,2015-09-13,2015-09-19,NORDESTE,PARAIBA,ETANOL HIDRATADO,35,R$/l,2.422,0.107,2.29,2.709,0.23,0.044,2.192,0.078,2.06,2.334,0.036
76965,2015-09-13,2015-09-19,SUL,PARANA,ETANOL HIDRATADO,149,R$/l,2.099,0.099,1.89,2.39,0.341,0.047,1.758,0.084,1.4956,1.916,0.048
76966,2015-09-13,2015-09-19,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,82,R$/l,2.488,0.133,2.299,2.8,0.295,0.053,2.193,0.052,2.0715,2.2749,0.024
76967,2015-09-13,2015-09-19,NORDESTE,PIAUI,ETANOL HIDRATADO,27,R$/l,2.608,0.136,2.499,2.92,0.495,0.052,2.113,0.013,2.1121,2.1387,0.006
76968,2015-09-13,2015-09-19,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,215,R$/l,2.575,0.186,2.17,2.979,0.511,0.072,2.064,0.121,1.8799,2.4204,0.059
76969,2015-09-13,2015-09-19,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,33,R$/l,2.679,0.062,2.56,2.789,0.437,0.023,2.242,0.036,2.2012,2.2681,0.016
76970,2015-09-13,2015-09-19,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,102,R$/l,2.489,0.165,2.199,2.899,0.406,0.066,2.083,0.1,1.91,2.2923,0.048
76971,2015-09-13,2015-09-19,NORTE,RONDONIA,ETANOL HIDRATADO,22,R$/l,2.739,0.111,2.65,2.999,-,0.0409999999999999,-,-,-,-,-
76972,2015-09-13,2015-09-19,NORTE,RORAIMA,ETANOL HIDRATADO,3,R$/l,3.01,0.035,2.99,3.05,0.525,0.012,2.485,0.013,2.4704,2.4964,0.005
76973,2015-09-13,2015-09-19,SUL,SANTA CATARINA,ETANOL HIDRATADO,95,R$/l,2.421,0.122,2.189,2.699,0.323,0.05,2.098,0.082,1.9762,2.2237,0.039
76974,2015-09-13,2015-09-19,SUDESTE,SAO PAULO,ETANOL HIDRATADO,772,R$/l,1.893,0.147,1.399,2.799,0.317,0.078,1.576,0.07,1.2426,1.7649,0.044
76975,2015-09-13,2015-09-19,NORDESTE,SERGIPE,ETANOL HIDRATADO,20,R$/l,2.673,0.087,2.49,2.799,0.393,0.033,2.28,0.078,2.1009,2.3378,0.034
76976,2015-09-13,2015-09-19,NORTE,TOCANTINS,ETANOL HIDRATADO,18,R$/l,2.613,0.141,2.35,2.799,0.748,0.054,1.865,0.107,1.7576,1.9719,0.057
76977,2015-09-13,2015-09-19,NORTE,ACRE,ÓLEO DIESEL,30,R$/l,3.352,0.134,3.28,3.64,0.455,0.04,2.897,0.122,2.7276,3.1104,0.042
76978,2015-09-13,2015-09-19,NORDESTE,ALAGOAS,ÓLEO DIESEL,20,R$/l,2.802,0.064,2.68,2.9960000000000004,0.28,0.023,2.522,0.028,2.47,2.5713,0.011
76979,2015-09-13,2015-09-19,NORTE,AMAPA,ÓLEO DIESEL,19,R$/l,2.965,0.084,2.8,3.08,0.166,0.0279999999999999,2.799,0.033,2.7651,2.8459,0.012
76980,2015-09-13,2015-09-19,NORTE,AMAZONAS,ÓLEO DIESEL,24,R$/l,2.955,0.231,2.89,3.4,0.302,0.078,2.653,0.046,2.535,2.7185,0.017
76981,2015-09-13,2015-09-19,NORDESTE,BAHIA,ÓLEO DIESEL,131,R$/l,2.75,0.096,2.529,2.999,0.266,0.035,2.484,0.061,2.38,2.6121,0.025
76982,2015-09-13,2015-09-19,NORDESTE,CEARA,ÓLEO DIESEL,21,R$/l,2.888,0.055,2.799,3.009,0.309,0.019,2.579,0.041,2.5438,2.655,0.016
76983,2015-09-13,2015-09-19,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL,27,R$/l,2.887,0.008,2.87,2.899,0.309,0.003,2.578,0.014,2.5594,2.5884,0.005
76984,2015-09-13,2015-09-19,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL,38,R$/l,2.768,0.139,2.57,3.08,0.309,0.05,2.459,0.051,2.3935,2.5637,0.021
76985,2015-09-13,2015-09-19,CENTRO OESTE,GOIAS,ÓLEO DIESEL,76,R$/l,2.81,0.07,2.669,3.03,0.185,0.025,2.625,0.044,2.5483,2.705,0.017
76986,2015-09-13,2015-09-19,NORDESTE,MARANHAO,ÓLEO DIESEL,31,R$/l,2.73,0.09,2.549,2.989,0.172,0.033,2.558,0.059,2.485,2.638,0.023
76987,2015-09-13,2015-09-19,CENTRO OESTE,MATO GROSSO,ÓLEO DIESEL,58,R$/l,3.042,0.085,2.89,3.2,0.267,0.0279999999999999,2.775,0.051,2.6989,2.8948,0.018
76988,2015-09-13,2015-09-19,CENTRO OESTE,MATO GROSSO DO SUL,ÓLEO DIESEL,34,R$/l,2.905,0.099,2.65,2.999,0.292,0.034,2.613,0.054,2.4634,2.6762,0.021
76989,2015-09-13,2015-09-19,SUDESTE,MINAS GERAIS,ÓLEO DIESEL,171,R$/l,2.8080000000000003,0.071,2.639,3.089,0.242,0.025,2.566,0.056,2.447,2.663,0.022
76990,2015-09-13,2015-09-19,NORTE,PARA,ÓLEO DIESEL,10,R$/l,2.972,0.088,2.85,3.08,0.299,0.03,2.673,0.076,2.5741,2.7492,0.028
76991,2015-09-13,2015-09-19,NORDESTE,PARAIBA,ÓLEO DIESEL,23,R$/l,2.783,0.074,2.659,2.919,0.248,0.027,2.535,0.05,2.434,2.6198,0.02
76992,2015-09-13,2015-09-19,SUL,PARANA,ÓLEO DIESEL,84,R$/l,2.729,0.09,2.54,2.9,0.277,0.033,2.452,0.054,2.355,2.5816,0.022
76993,2015-09-13,2015-09-19,NORDESTE,PERNAMBUCO,ÓLEO DIESEL,23,R$/l,2.805,0.099,2.65,2.9,0.242,0.035,2.563,0.073,2.4728,2.6837,0.028
76994,2015-09-13,2015-09-19,NORDESTE,PIAUI,ÓLEO DIESEL,24,R$/l,2.883,0.044,2.779,2.92,0.29,0.015,2.593,0.02,2.5628,2.6039,0.008
76995,2015-09-13,2015-09-19,SUDESTE,RIO DE JANEIRO,ÓLEO DIESEL,132,R$/l,2.778,0.096,2.48,3.029,0.305,0.035,2.473,0.064,2.349,2.6484,0.026
76996,2015-09-13,2015-09-19,NORDESTE,RIO GRANDE DO NORTE,ÓLEO DIESEL,30,R$/l,2.776,0.034,2.68,2.85,0.209,0.012,2.567,0.032,2.5367,2.62,0.012
76997,2015-09-13,2015-09-19,SUL,RIO GRANDE DO SUL,ÓLEO DIESEL,66,R$/l,2.757,0.114,2.51,2.959,0.378,0.0409999999999999,2.379,0.06,2.305,2.5125,0.025
76998,2015-09-13,2015-09-19,NORTE,RONDONIA,ÓLEO DIESEL,33,R$/l,3.0810000000000004,0.057,2.899,3.15,0.316,0.019,2.765,0.064,2.6589,2.7896,0.023
76999,2015-09-13,2015-09-19,NORTE,RORAIMA,ÓLEO DIESEL,9,R$/l,3.082,0.039,3.02,3.12,0.408,0.013,2.674,0.063,2.6,2.7985,0.024
77000,2015-09-13,2015-09-19,SUL,SANTA CATARINA,ÓLEO DIESEL,53,R$/l,2.817,0.0969999999999999,2.549,2.999,0.336,0.034,2.481,0.101,2.3337,2.6823,0.041
77001,2015-09-13,2015-09-19,SUDESTE,SAO PAULO,ÓLEO DIESEL,401,R$/l,2.7230000000000003,0.086,2.53,3.099,0.275,0.032,2.448,0.061,2.301,2.6591,0.025
77002,2015-09-13,2015-09-19,NORDESTE,SERGIPE,ÓLEO DIESEL,10,R$/l,2.736,0.084,2.649,2.899,0.189,0.031,2.547,0.076,2.44,2.6471,0.03
77003,2015-09-13,2015-09-19,NORTE,TOCANTINS,ÓLEO DIESEL,13,R$/l,2.862,0.068,2.789,2.999,0.285,0.024,2.577,0.02,2.5594,2.5989,0.008
77004,2015-09-13,2015-09-19,NORTE,ACRE,ÓLEO DIESEL S10,23,R$/l,3.424,0.099,3.37,3.7,0.459,0.0289999999999999,2.965,0.122,2.7968,3.2447,0.041
77005,2015-09-13,2015-09-19,NORDESTE,ALAGOAS,ÓLEO DIESEL S10,14,R$/l,2.898,0.059,2.76,2.999,0.283,0.02,2.615,0.035,2.56,2.6299,0.013
77006,2015-09-13,2015-09-19,NORTE,AMAPA,ÓLEO DIESEL S10,10,R$/l,3.391,0.057,3.29,3.46,0.356,0.017,3.035,0.068,2.9862,3.1036,0.022
77007,2015-09-13,2015-09-19,NORTE,AMAZONAS,ÓLEO DIESEL S10,29,R$/l,3.047,0.214,2.99,3.54,0.264,0.07,2.783,0.066,2.635,2.8756,0.024
77008,2015-09-13,2015-09-19,NORDESTE,BAHIA,ÓLEO DIESEL S10,102,R$/l,2.923,0.087,2.699,3.199,0.307,0.03,2.616,0.065,2.52,2.8606,0.025
77009,2015-09-13,2015-09-19,NORDESTE,CEARA,ÓLEO DIESEL S10,92,R$/l,3.02,0.06,2.91,3.249,0.353,0.02,2.667,0.034,2.624,2.731,0.013
77010,2015-09-13,2015-09-19,CENTRO OESTE,DISTRITO FEDERAL,ÓLEO DIESEL S10,12,R$/l,2.989,0.003,2.98,2.99,-,0.001,-,-,-,-,-
77011,2015-09-13,2015-09-19,SUDESTE,ESPIRITO SANTO,ÓLEO DIESEL S10,27,R$/l,2.9160000000000004,0.132,2.75,3.2,0.354,0.045,2.562,0.058,2.4949,2.7131,0.023
77012,2015-09-13,2015-09-19,CENTRO OESTE,GOIAS,ÓLEO DIESEL S10,40,R$/l,2.984,0.051,2.85,3.14,0.242,0.017,2.742,0.062,2.6564,2.7971,0.023
77013,2015-09-13,2015-09-19,NORDESTE,MARANHAO,ÓLEO DIESEL S10,38,R$/l,2.844,0.076,2.649,3.029,0.189,0.027,2.655,0.053,2.5547,2.7367,0.02
